p,p,b,pp,bb,bst,
b,b,bb,
t,t,tt,d,th,dt
d,d,dd,
k,k,ch,ck,c,g,gg,cc,cch,kk,
g,g,gh,gg,
f,f,v,ff,w,ph,
v,w,v,
s,s,ß,ss,z,ce,
S,sch,ch,s,ss,sh
Z,j,g,
z,s,z,sh,ce,se,
C,ch,
j,j,i,
l,l,ll,el,
x,ch,h,gh
h,h,
ts,z,t,
tS,cz,tsch
ks,x,cc,xc
kv,qu,
m,m,mm,em,
n,n,nn,en,ne,
N,ng,n,
R,r,rr,rh,
r,r,rr,rh,
I,i,y,
i,i,ey,
E,e,ä,ae,a,in,
e,ä,e
a,a,
O,o,on,ou,
o,o,
U,u,ou,
u,u,ou,
Y,ü,ue,y,
9,ö,oe,öh,oeh,e
@,e,
6,er,r,e,rr
# compounds
i:,i,ie,ih,ieh,y,yi,ei,
e:,e,ee,eh,er,ai,
E:,ä,äh,ae,aeh,ai,a,aa,
a:,a,aa,ah,ats,at,en,
o:,o,oh,oo,eaux,
u:,u,uh,ou,oo,ew,uo,
y:,ü,y,üh,ue,ueh,
2:,ö,öh,oe,oeh,eu,ou,
aI,ei,eih,i,ai,ey,ay,igh,aei,
OY,eu,oi,äu,aeu,
IC,ig,ich,
fO,fonds,fond
vO,wa,
ju:,hu,
o:6,ort,
t@n,ton,
aIs,ails
se:n,sein,
hju:,hu,
E:6,air,
# alphabetic compounds
be:,b,
tse:,c,
de:,d,
Ef,f,
ge:,g,
ha:,h,
jOt,j,
ka:,k,
El,l,
Em,m,
En,n,
pe:,p,
ku:,q,
ER,r,
E6,r,
Es,s,
te:,t,
faU,v,
ve:,w,
Iks,x,
tsEt,z,
# special characters
“,$,,
=,$,,
?,$,,
